,AT,AP,AH,AFDP,GTEP,TIT,TAT,TEY,CDP,CO,NOX,predicted,actual,error
13382,23.982,1007.1,80.984,4.0552,25.925,1093.5,549.82,135.75,12.345,0.49551,58.679,135.7648,135.75,0.014801025390625
13383,23.022,1007.6,89.03,4.0854,25.935,1093.7,549.79,135.92,12.374,0.75662,59.227,136.30661,135.92,0.3866101074218875
13384,21.909,1006.9,98.021,4.139,25.988,1093.8,549.93,136.36,12.305,0.63275,58.377,136.77391,136.36,0.41391052246092386
13385,21.469,1006.1,98.075,4.0544,25.336,1090.0,550.37,133.18,12.139,0.78592,57.8,134.11774,133.18,0.9377368164062432
13386,20.759,1008.1,96.402,4.0643,25.154,1089.8,550.37,133.49,12.087,1.3934,60.766,134.02655,133.49,0.5365502929687409
13387,19.965,1007.8,100.06,4.1016,25.59,1091.7,550.3,135.04,12.062,1.3817,61.106,135.20314,135.04,0.16314025878907046
13388,19.541,1007.1,100.06,4.1119,25.899,1094.0,549.99,136.73,12.226,1.121,63.44,137.58891,136.73,0.8589129638671977
13389,19.488,1006.0,100.06,4.1369,25.935,1093.4,549.89,136.75,12.246,0.81582,64.343,137.5249,136.75,0.77490234375
13390,19.503,1006.1,98.471,4.0756,25.792,1092.5,550.14,136.26,12.302,1.0105,64.091,136.81625,136.26,0.5562536621093841
13391,19.597,1006.1,97.677,4.0305,25.581,1092.1,550.04,136.13,12.291,1.3005,64.901,136.34695,136.13,0.21695434570312955
13392,19.412,1005.4,98.617,4.0374,25.399,1091.8,550.11,135.76,12.177,1.128,62.118,135.74063,135.76,-0.019368896484365905
13393,19.99,1005.3,99.959,4.0828,25.565,1092.2,549.71,135.74,12.063,1.2218,65.96,135.72946,135.74,-0.010538330078134095
13394,20.578,1005.8,99.936,3.4809,20.962,1065.1,549.98,115.87,10.944,3.3539,65.426,116.619225,115.87,0.7492245483398392
13395,21.593,1005.8,99.739,4.1366,25.829,1092.3,550.26,135.18,12.238,4.1443,70.534,135.55147,135.18,0.3714678955078057
13396,22.497,1006.4,96.963,4.1336,25.578,1091.0,549.95,134.01,12.206,3.1834,63.946,134.51863,134.01,0.5086309814453216
13397,21.131,1007.3,93.67,4.0126,25.049,1089.1,550.04,133.36,12.148,1.4512,61.339,133.66422,133.36,0.30421508789061136
13398,20.232,1007.1,99.419,4.0133,25.121,1089.9,550.41,133.8,12.099,1.2212,59.594,134.25082,133.8,0.45082397460936363
13399,22.878,1007.0,94.553,4.1022,25.603,1091.2,550.43,133.78,12.155,0.95381,61.207,134.32523,133.78,0.5452258300781239
13400,24.679,1006.8,82.089,4.086,25.698,1092.1,550.41,133.78,12.242,1.3603,63.367,134.31831,133.78,0.5383135986328114
13401,25.228,1006.7,80.247,4.2726,27.12,1093.9,546.66,137.45,12.609,0.98878,60.536,138.2565,137.45,0.8065002441406364
13402,25.598,1006.2,78.928,4.409,28.238,1095.8,543.66,140.38,12.746,0.58833,47.68,141.47403,140.38,1.0940295410156295
13403,25.127,1006.4,77.618,4.0456,25.747,1092.1,550.28,133.78,12.204,0.29614,27.765,134.29616,133.78,0.5161578369140614
13404,24.65,1006.5,76.608,4.0148,25.649,1091.1,550.1,133.77,12.156,32.676,47.439,135.42743,133.77,1.6574291992187398
13405,24.17,1006.5,80.043,3.9993,25.552,1090.8,550.41,133.77,12.132,4.5,49.523,133.98761,133.77,0.21760986328123977
13406,23.785,1006.9,81.759,4.0127,25.449,1090.7,550.31,133.77,12.154,1.4722,63.133,133.88062,133.77,0.11061523437498977
13407,23.423,1007.7,83.235,4.0447,25.717,1092.5,550.06,135.04,12.252,2.4857,65.393,134.94629,135.04,-0.09371093749999204
13408,23.252,1008.0,84.161,4.0005,25.413,1091.4,550.04,133.89,12.148,2.6883,64.468,134.35078,133.89,0.46078430175782614
13409,23.184,1008.2,84.837,3.9971,25.439,1091.4,550.26,134.09,12.124,1.6334,69.102,134.31859,134.09,0.2285882568359341
13410,23.073,1008.6,86.615,4.0297,25.442,1091.5,549.97,134.23,12.177,1.4597,61.802,134.39043,134.23,0.16042663574219773
13411,22.987,1008.3,87.423,3.999,25.456,1091.4,550.13,134.23,12.108,1.3717,60.143,134.37483,134.23,0.14483215332032273
13412,22.677,1008.4,88.735,3.8442,24.117,1084.4,550.03,128.78,11.899,1.6504,57.131,129.48045,128.78,0.7004534912109364
13413,22.313,1008.5,88.655,3.9029,24.686,1087.5,550.18,131.26,11.91,1.6857,59.563,132.02399,131.26,0.7639868164062591
13414,22.12,1008.4,88.116,3.994,25.35,1091.0,550.13,134.07,12.004,1.6475,62.12,134.3683,134.07,0.2983013916015693
13415,21.768,1008.6,89.249,3.8708,24.251,1085.1,550.02,129.6,11.861,1.6639,58.848,130.2725,129.6,0.6725067138671932
13416,21.353,1008.7,89.31,3.8868,24.61,1087.2,550.21,131.47,11.795,1.5904,61.056,132.08739,131.47,0.6173870849609386
13417,20.866,1008.8,89.248,3.1836,19.671,1057.7,550.29,110.29,10.484,3.7074,58.062,110.72802,110.29,0.4380197143554625
13418,20.351,1009.2,88.674,3.9339,25.114,1089.9,550.0,134.41,12.066,1.4443,63.772,134.2645,134.41,-0.1455041503906216
13419,20.509,1009.3,88.786,3.9322,25.116,1090.3,550.07,133.74,12.161,1.3016,64.09,134.40384,133.74,0.6638391113281159
13420,21.992,1009.4,84.791,3.9505,25.417,1090.9,550.43,133.77,12.171,1.1812,60.247,134.3633,133.77,0.5932965087890523
13421,23.655,1009.9,76.321,4.0051,25.61,1091.9,550.23,133.75,12.181,1.8293,68.842,134.4267,133.75,0.67669677734375
13422,24.719,1010.3,68.352,4.0476,25.701,1092.4,549.7,133.76,12.191,1.0951,66.441,134.32455,133.76,0.5645544433593841
13423,25.441,1010.4,62.973,4.0609,25.744,1093.1,550.29,133.75,12.2,0.45735,67.398,134.21088,133.75,0.46087646484375
13424,25.845,1010.2,61.79,4.0594,25.775,1092.6,549.87,133.77,12.204,0.66781,67.545,134.0843,133.77,0.31430480957030227
13425,26.203,1009.9,58.336,4.079,25.774,1092.7,549.93,133.77,12.209,1.2412,68.055,134.06071,133.77,0.29071472167967727
13426,26.299,1009.8,58.453,4.0788,25.775,1092.5,550.24,133.77,12.265,1.2145,67.853,133.97772,133.77,0.20772216796873977
13427,26.304,1009.8,58.233,4.0809,25.752,1093.0,550.36,133.75,12.327,1.2147,67.198,134.14816,133.75,0.398162841796875
13428,25.967,1009.9,54.095,4.3747,27.847,1097.0,545.13,140.15,12.786,1.2279,66.326,142.29013,140.15,2.1401306152343693
13429,25.343,1010.3,48.376,4.6611,30.23,1100.0,538.41,150.71,13.292,1.3279,61.077,150.99423,150.71,0.28423217773436704
13430,24.008,1010.6,56.563,4.6147,30.236,1099.8,538.61,150.71,13.382,1.2884,58.929,151.0925,150.71,0.38249877929686704
13431,22.725,1010.9,65.252,4.7021,31.068,1100.1,535.94,152.54,13.552,1.1405,56.619,153.08649,152.54,0.546486816406258
13432,21.181,1011.3,71.175,4.5962,30.222,1100.3,538.74,151.27,13.444,1.1651,59.787,151.62544,151.27,0.35544250488280227
13433,19.825,1011.5,79.027,4.6402,30.583,1099.9,537.04,152.2,13.51,1.1848,58.934,152.69359,152.2,0.49358825683594887
13434,19.22,1011.5,82.564,4.631,30.413,1100.2,537.54,151.44,13.479,1.1692,59.521,152.38838,151.44,0.9483819580078148
13435,18.303,1011.4,87.309,4.7539,31.031,1099.9,535.36,153.24,13.591,1.1602,60.365,153.96494,153.24,0.7249353027343659
13436,18.145,1011.3,91.355,3.058,18.537,1051.4,549.85,106.26,10.221,5.3817,78.942,106.842026,106.26,0.5820257568359324
13437,17.777,1011.1,91.849,2.9971,17.966,1047.8,549.9,103.92,10.024,6.7659,90.281,104.19866,103.92,0.27866180419921704
13438,17.687,1010.8,93.598,3.0032,18.314,1049.8,550.04,105.68,9.9923,5.362,70.545,105.694984,105.68,0.014984436035149429
13439,17.53,1011.4,96.26,3.3657,19.946,1058.2,548.73,112.95,10.574,6.1526,68.671,112.56533,112.95,-0.3846694946289091
13440,18.146,1011.9,96.941,3.2668,19.456,1056.5,550.14,110.1,10.508,3.9831,61.979,110.49714,110.1,0.39713897705078693
13441,19.95,1012.4,96.347,4.0534,25.516,1091.6,550.04,134.78,12.083,1.4832,67.611,135.04303,134.78,0.26302978515624886
13442,22.584,1012.7,85.067,4.3491,27.466,1096.2,546.26,140.0,12.653,1.1515,66.315,140.39369,140.0,0.3936920166015625
13443,23.966,1012.7,75.423,4.6234,29.357,1099.8,542.04,146.77,13.094,0.98412,61.243,146.48277,146.77,-0.28722717285157273
13444,25.199,1012.7,66.551,4.5806,29.256,1100.0,542.66,146.76,13.062,0.93578,61.189,146.45079,146.76,-0.3092095947265534
13445,25.836,1012.4,60.547,4.5902,29.214,1099.5,542.66,146.77,13.031,0.90786,61.183,146.40324,146.77,-0.36675598144532273
13446,26.623,1012.2,57.389,4.5207,29.047,1100.1,543.09,146.74,13.005,1.3618,64.1,146.37242,146.74,-0.3675787353515716
13447,26.806,1012.2,56.242,4.5387,28.978,1100.3,543.8,146.74,13.001,1.5925,65.29,146.15118,146.74,-0.5888159179687591
13448,26.797,1012.3,55.898,4.5164,29.022,1100.0,543.53,146.73,12.999,1.5781,65.405,146.01517,146.73,-0.7148327636718648
13449,26.325,1012.5,57.029,4.5416,29.124,1099.7,543.11,146.72,12.998,1.1586,65.436,145.35504,146.72,-1.3649584960937489
13450,25.866,1012.8,56.49,4.503,28.986,1100.3,542.84,146.72,12.996,1.1392,65.584,145.864,146.72,-0.8560015869140614
13451,24.74,1013.4,61.8,4.485,28.786,1100.2,543.26,146.73,12.994,1.1692,64.218,146.14374,146.73,-0.5862622070312398
13452,23.154,1014.0,71.004,4.4694,28.885,1100.4,543.4,146.73,12.992,1.1426,61.138,146.48053,146.73,-0.24947021484373977
13453,21.912,1014.4,79.127,4.4444,28.848,1100.4,543.59,146.72,12.991,1.1937,60.826,146.2734,146.72,-0.44659301757812386
13454,21.455,1014.5,82.761,4.4319,28.772,1100.3,543.88,146.74,13.043,1.2209,60.93,145.94972,146.74,-0.7902777099609466
13455,20.935,1014.7,83.255,4.4172,28.85,1099.6,543.12,147.04,12.963,1.106,63.704,145.5653,147.04,-1.474692382812492
13456,20.278,1014.9,84.781,3.1285,19.191,1051.8,547.94,107.05,10.402,5.9104,84.385,107.15001,107.05,0.10000915527344034
13457,19.722,1015.2,86.462,2.9934,18.415,1049.9,550.01,104.77,10.114,5.2632,73.484,104.875084,104.77,0.10508392333984773
13458,19.629,1015.4,88.44,3.0214,18.471,1050.0,549.96,104.8,10.133,5.377,71.254,105.03233,104.8,0.23233337402344034
13459,19.276,1015.5,90.044,3.0592,18.377,1049.8,550.03,104.62,10.1,5.8018,77.213,104.94091,104.62,0.3209103393554642
13460,22.457,1018.0,93.096,3.1809,18.871,1052.1,549.86,105.7,10.231,4.2703,61.621,105.645935,105.7,-0.05406494140625284
13461,23.969,1018.5,83.861,3.1853,18.905,1052.8,549.94,105.21,10.272,3.7158,57.733,105.562035,105.21,0.3520346069336
13462,25.08,1018.7,75.809,3.173,18.88,1052.7,549.97,104.82,10.281,3.7316,56.887,105.04322,104.82,0.22322052001953807
13463,25.823,1018.8,71.398,3.1717,18.924,1052.7,549.92,104.82,10.341,3.6598,55.103,104.901665,104.82,0.08166473388672557
13464,26.305,1018.8,65.262,3.1663,18.919,1052.7,549.94,104.8,10.421,3.6688,56.16,104.827896,104.8,0.027896118164065342
13465,26.469,1018.6,65.302,3.1715,18.904,1052.8,550.05,104.64,10.399,3.9096,56.001,104.78445,104.64,0.14444671630859318
13466,26.392,1018.6,64.974,3.1342,18.696,1051.7,550.01,103.81,10.326,4.2865,55.36,104.03329,103.81,0.22328704833984148
13467,25.995,1018.7,66.036,3.1138,18.673,1051.4,550.02,103.81,10.257,4.4235,56.695,103.9205,103.81,0.11050170898437273
13468,25.227,1018.9,67.781,3.0807,18.62,1051.1,549.91,103.79,10.187,4.3427,57.369,103.74626,103.79,-0.04373840332031875
13469,24.33,1019.3,71.836,3.0645,18.507,1050.8,550.02,103.79,10.118,4.6915,57.409,103.57604,103.79,-0.2139578247070375
13470,23.331,1019.7,74.641,3.0372,18.429,1050.7,550.07,103.81,10.049,4.8765,59.625,103.56195,103.81,-0.24804931640625227
13471,22.535,1020.1,75.74,3.0259,18.466,1050.6,549.95,104.15,10.12,5.1171,63.752,103.92091,104.15,-0.22908630371094318
13472,22.053,1020.4,77.772,3.0266,18.577,1051.4,550.03,104.79,10.125,4.7761,59.242,104.66144,104.79,-0.12856201171875625
13473,21.227,1020.7,78.389,3.2457,20.227,1058.7,548.28,112.39,10.731,7.0362,66.395,111.79844,112.39,-0.5915609741210943
13474,20.794,1020.6,78.971,3.0265,18.338,1049.0,549.3,103.64,10.223,6.698,82.247,103.85257,103.64,0.21256958007812443
13475,17.035,1020.9,90.331,3.2909,20.135,1060.9,548.75,114.82,10.764,5.2785,73.222,114.35468,114.82,-0.46531707763671193
13476,17.842,1021.3,91.632,3.7553,23.652,1081.9,549.77,128.05,11.666,2.3164,69.022,128.70956,128.05,0.6595642089843636
13477,20.214,1021.5,78.853,3.9973,25.299,1091.1,550.31,133.75,12.126,1.8573,71.251,134.12682,133.75,0.3768157958984375
13478,22.12,1021.9,64.976,4.0498,25.317,1092.1,550.17,133.75,12.181,1.4955,73.069,133.94426,133.75,0.1942596435546875
13479,22.87,1022.0,59.014,4.0599,25.356,1092.6,550.36,133.76,12.237,1.3525,71.131,133.80377,133.76,0.043771972656259095
13480,23.513,1021.8,55.475,4.0706,25.434,1092.9,550.4,133.75,12.293,1.2546,70.578,133.72787,133.75,-0.022125244140625
13481,24.032,1021.5,55.247,4.0798,25.463,1093.1,550.4,133.76,12.348,1.342,70.839,133.7575,133.76,-0.002492675781240905
13482,24.41,1021.3,56.014,4.097,25.602,1093.5,550.34,134.26,12.327,1.2166,71.316,133.9293,134.26,-0.3306939697265534
13483,24.301,1021.2,59.528,4.0497,25.461,1092.8,550.4,133.74,12.225,1.3061,69.436,133.41086,133.74,-0.3291418457031341
13484,23.786,1021.1,62.761,4.0421,25.407,1092.3,550.43,133.74,12.124,1.5714,68.643,133.35461,133.74,-0.3853857421875091
13485,23.691,1020.9,63.391,3.8828,24.289,1086.0,550.44,128.95,11.755,1.6632,67.158,128.69257,128.95,-0.25743408203123863
13486,23.074,1021.2,67.642,3.51,21.748,1070.8,549.94,118.57,11.211,2.5221,63.623,118.793564,118.57,0.22356384277344432
13487,22.429,1021.4,72.618,4.0045,25.343,1092.1,550.2,134.11,12.263,1.5551,68.46,134.00938,134.11,-0.10061584472657614
13488,22.088,1021.6,75.88,4.0711,25.806,1094.7,550.06,136.29,12.339,1.3492,68.174,135.5582,136.29,-0.731802978515617
13489,21.668,1021.7,75.773,3.9793,25.304,1092.4,550.28,134.37,12.225,1.2226,66.947,134.33798,134.37,-0.03201782226562955
13490,21.659,1021.7,75.137,3.7838,23.737,1082.9,550.22,127.41,11.815,1.5662,63.452,127.67318,127.41,0.26317962646484716
13491,21.705,1021.7,72.726,3.999,25.35,1092.1,550.06,134.4,12.261,1.2116,69.026,134.20842,134.4,-0.19158020019531818
13492,21.125,1021.7,70.36,3.934,25.123,1091.8,549.87,134.33,12.142,1.3339,69.123,134.29463,134.33,-0.035368041992200006
13493,16.846,1021.1,88.586,3.9204,24.917,1087.7,548.2,134.76,12.154,2.3298,75.29,134.39868,134.76,-0.3613183593749909
13494,17.676,1021.3,85.233,4.7647,30.803,1099.9,534.93,151.89,13.556,1.6965,64.129,152.69543,151.89,0.8054345703125136
13495,20.834,1021.4,68.842,4.9198,31.682,1100.0,532.33,151.74,13.756,1.2398,63.953,152.874,151.74,1.133992919921866
13496,22.642,1021.6,60.692,4.9927,31.893,1099.9,531.38,151.76,13.811,1.3595,64.133,151.9841,151.76,0.2241003417968841
13497,23.617,1021.6,58.78,5.0359,32.08,1099.8,530.87,151.77,13.856,1.3553,61.179,152.11621,151.77,0.34621093749998977
13498,24.148,1021.6,59.6,5.0746,32.194,1099.8,530.02,151.76,13.861,1.1893,59.512,152.12798,151.76,0.3679754638671966
13499,24.467,1021.5,59.384,5.0479,32.208,1100.0,530.74,151.76,13.865,1.3727,58.905,152.84372,151.76,1.083719482421884
13500,24.342,1021.2,58.951,5.0147,32.118,1100.0,530.57,151.76,13.869,1.3454,59.345,152.77937,151.76,1.0193731689453216
13501,24.05,1021.0,58.944,5.0129,32.3,1100.1,530.01,152.46,13.872,1.1819,58.755,153.3669,152.46,0.9068975830078045
13502,23.887,1020.9,58.295,4.7612,30.75,1100.2,535.7,152.02,13.534,1.1317,59.399,151.68794,152.02,-0.33205749511719773
13503,23.499,1020.7,61.295,4.9402,31.83,1100.0,531.87,151.75,13.861,1.2102,60.089,152.68445,151.75,0.9344482421875
13504,22.792,1020.9,64.63,4.9035,31.57,1099.8,532.54,151.73,13.671,1.2744,60.773,151.87482,151.73,0.14481689453126023
13505,21.964,1021.1,66.485,4.8017,31.087,1100.0,534.34,151.09,13.635,1.3384,61.589,151.78305,151.09,0.6930505371093716
13506,21.242,1021.5,68.382,4.8194,31.268,1100.4,533.9,152.03,13.783,1.2507,60.849,153.02818,152.03,0.9981829833984364
13507,20.283,1021.4,70.428,4.7758,31.053,1100.0,533.74,152.5,13.728,1.1737,61.546,153.33997,152.5,0.8399658203125
13508,19.391,1021.3,74.32,4.4479,28.809,1099.7,541.6,147.52,13.135,1.184,66.707,147.36952,147.52,-0.15047790527344773
13509,18.363,1021.2,78.702,4.2776,27.916,1099.7,544.99,145.74,12.801,1.1626,71.879,145.38397,145.74,-0.3560278320312591
13510,17.655,1021.1,81.289,3.4697,21.881,1072.7,550.05,121.88,11.232,2.2856,67.148,122.12898,121.88,0.24898254394531705
13511,17.124,1020.8,83.449,3.0285,18.37,1041.3,542.9,104.61,10.228,9.0907,95.822,104.153366,104.61,-0.45663391113281193
13512,16.855,1020.4,86.297,3.0752,18.385,1042.8,543.96,105.08,10.22,8.3984,91.56,104.61348,105.08,-0.4665203857421858
13513,16.903,1020.0,87.139,3.0832,18.339,1042.4,543.75,104.8,10.22,8.7881,91.928,104.44952,104.8,-0.3504837036132784
13514,16.957,1019.8,88.557,3.0876,18.282,1043.7,544.89,104.8,10.218,8.3515,91.125,104.499374,104.8,-0.30062561035155966
13515,17.04,1019.7,88.13,3.0861,18.387,1043.2,544.42,104.79,10.218,8.5513,90.915,104.50292,104.79,-0.2870779418945375
13516,16.819,1019.5,88.207,3.2048,19.453,1057.8,549.64,111.91,10.65,4.0561,72.387,111.73148,111.91,-0.17851654052734034
13517,17.692,1019.4,89.593,4.7868,30.749,1099.6,534.99,151.71,13.464,1.7515,62.109,152.33182,151.71,0.621817626953117
13518,20.668,1019.6,77.637,5.0126,32.181,1099.7,531.02,152.74,13.76,1.4657,60.45,154.10278,152.74,1.362783203124991
13519,22.629,1019.7,68.637,4.9972,31.916,1100.0,531.78,151.8,13.844,1.4488,61.87,152.82544,151.8,1.0254394531249886
13520,23.46,1019.5,66.701,5.0206,32.009,1099.8,531.02,151.76,13.79,1.3095,59.577,152.79448,151.76,1.0344793701171966
13521,24.06,1019.4,63.586,5.0559,32.2,1099.6,530.47,151.77,13.763,1.2389,59.313,152.47365,151.77,0.7036480712890523
13522,24.461,1019.2,59.723,5.0278,31.99,1099.7,531.28,151.15,13.77,1.2091,60.055,152.26956,151.15,1.1195617675781193
13523,24.686,1018.8,57.674,5.0666,32.373,1100.0,530.08,151.77,13.858,1.2375,59.351,153.52289,151.77,1.7528881835937398
13524,24.789,1018.5,58.258,5.057,32.381,1099.9,530.05,151.76,13.847,1.2212,59.073,153.44658,151.76,1.6865789794921966
13525,24.241,1018.4,63.287,5.0086,32.173,1099.9,530.83,151.78,13.822,1.2498,58.885,153.17268,151.78,1.3926837158203114
13526,23.754,1018.4,65.939,4.9562,32.044,1099.7,531.74,151.72,13.689,1.3437,58.099,153.19574,151.72,1.4757397460937511
13527,22.942,1018.4,69.737,3.9665,24.933,1078.7,544.1,128.93,12.015,1.9394,60.259,128.7387,128.93,-0.19130676269531932
13528,22.104,1018.5,74.258,4.8254,31.086,1099.6,534.7,151.42,13.518,1.3455,60.33,151.6953,151.42,0.27529724121095
13529,21.255,1018.6,78.3,3.5338,21.94,1068.6,547.56,119.56,11.256,2.6828,61.471,119.61178,119.56,0.051778259277341476
13530,20.431,1018.8,80.732,3.9636,24.788,1089.2,550.16,133.4,12.131,1.7363,65.951,133.11742,133.4,-0.2825836181640682
13531,19.748,1018.7,84.319,3.842,24.199,1086.2,550.13,130.99,11.923,1.8923,64.709,131.20576,130.99,0.2157647705078034
13532,19.163,1018.8,86.049,3.9005,24.565,1088.4,549.7,132.85,11.978,1.7392,66.02,133.10994,132.85,0.2599395751953182
13533,18.589,1018.8,87.665,3.9595,24.774,1089.5,549.96,134.0,12.127,1.611,66.62,133.9413,134.0,-0.0587005615234375
13534,18.009,1018.8,90.21,3.1233,18.391,1043.9,544.57,104.54,10.293,8.3299,96.524,104.180176,104.54,-0.35982421875000625
13535,17.567,1018.5,93.187,3.094,18.155,1043.5,545.29,103.91,10.128,8.5137,94.896,103.63752,103.91,-0.27248016357421534
13536,17.818,1018.2,92.399,3.0964,18.182,1048.1,548.53,104.81,10.088,7.0585,87.337,104.545135,104.81,-0.2648645019531273
13537,17.355,1017.8,92.856,3.0901,18.221,1046.0,546.99,104.79,10.047,7.8295,91.159,104.37238,104.79,-0.417616882324225
13538,16.958,1017.8,94.206,3.1063,18.27,1045.1,546.14,104.8,10.007,8.0463,91.77,104.49489,104.8,-0.30511169433593466
13539,16.77,1017.8,95.886,3.467,20.716,1061.1,547.17,116.39,10.884,8.1703,71.134,115.72061,116.39,-0.6693884277343756
13540,17.723,1018.0,98.146,4.03,24.994,1089.7,549.98,134.16,12.071,1.7712,66.683,134.39671,134.16,0.2367132568359409
13541,19.853,1018.2,93.949,4.2163,26.498,1097.3,550.41,138.83,12.367,1.2836,70.582,139.77785,138.83,0.94784729003905
13542,22.403,1018.3,77.993,4.2677,26.77,1099.7,550.32,139.75,12.488,0.96121,73.28,140.24013,139.75,0.4901275634765625
13543,23.641,1018.0,68.502,4.3387,26.986,1099.7,549.16,139.75,12.5,0.59364,71.593,140.3365,139.75,0.5865020751953125
13544,24.84,1018.0,60.823,3.6466,22.041,1071.3,549.72,118.43,11.224,2.4168,62.369,118.75458,118.43,0.3245776367187432
13545,25.512,1017.7,56.615,4.1533,25.714,1093.2,550.35,133.74,12.302,1.4672,69.131,133.8629,133.74,0.1228997802734284
13546,25.954,1017.2,57.899,4.3427,27.215,1099.1,548.21,139.23,12.644,1.4072,70.742,139.27063,139.23,0.04062988281251023
13547,25.827,1016.9,59.07,4.3311,27.287,1099.7,548.34,139.77,12.651,1.1995,70.645,139.44583,139.77,-0.32416870117188523
13548,25.567,1016.5,60.412,4.3304,27.255,1100.2,548.84,139.77,12.555,1.1906,68.901,140.079,139.77,0.30899475097655227
13549,25.054,1016.4,63.256,4.0807,25.566,1091.3,549.65,133.45,12.072,1.5426,65.786,133.07294,133.45,-0.37706298828123863
13550,23.97,1016.4,68.848,3.3063,20.217,1061.3,550.16,111.81,10.622,3.1033,57.154,111.730804,111.81,-0.07919555664062727
13551,22.836,1016.4,75.184,3.2764,20.035,1060.0,550.05,111.51,10.69,3.4764,58.042,111.39854,111.51,-0.11146331787109887
13552,22.098,1016.5,77.409,3.2886,20.315,1061.3,550.35,112.6,10.561,3.3249,59.015,112.325485,112.6,-0.2745147705078068
13553,21.471,1016.6,78.871,3.2365,20.145,1060.6,550.01,112.19,10.566,3.6379,59.75,112.18616,112.19,-0.0038427734374977263
13554,20.984,1016.6,81.093,3.2373,20.118,1060.2,550.13,111.93,10.576,3.8122,61.327,112.07434,111.93,0.14434082031249318
13555,20.113,1016.5,83.189,3.2158,19.953,1059.2,550.04,111.79,10.596,3.9427,63.382,111.75983,111.79,-0.030173339843756253
13556,19.408,1016.4,86.04,3.225,19.982,1059.5,549.95,112.13,10.536,3.7096,63.506,112.150154,112.13,0.020154113769535797
13557,18.943,1016.3,87.535,3.0435,18.256,1046.4,547.74,103.76,10.214,7.2475,88.85,103.6409,103.76,-0.11910034179688012
13558,18.947,1016.3,88.364,3.05,18.314,1047.8,548.75,104.28,10.206,6.7197,82.703,104.041664,104.28,-0.2383358764648449
13559,19.242,1016.5,87.634,3.023,18.146,1048.0,549.17,103.79,10.154,6.8712,83.349,103.722984,103.79,-0.0670156860351625
13560,19.357,1017.2,88.935,3.0229,18.105,1048.4,549.36,103.79,10.136,6.7331,83.051,103.84835,103.79,0.0583505249023375
13561,18.473,1017.5,97.197,3.141,18.573,1047.6,547.71,104.72,10.108,6.9042,73.42,104.91491,104.72,0.1949093627929699
13562,18.251,1017.8,98.573,3.441,20.522,1059.8,547.31,114.62,10.832,7.9952,69.057,114.16213,114.62,-0.4578677368164108
13563,18.292,1018.2,95.099,3.9573,24.792,1089.5,550.09,133.59,12.042,1.7302,69.072,134.01328,133.59,0.4232751464843716
13564,18.567,1018.7,89.182,3.9265,24.859,1090.0,549.87,133.74,12.067,1.6028,69.439,134.3188,133.74,0.5788018798828034
13565,19.406,1018.7,82.766,3.9152,25.026,1090.2,549.87,133.76,12.068,1.3978,70.956,134.17912,133.76,0.4191229248046966
13566,19.959,1019.2,79.391,3.9052,25.053,1090.3,549.83,133.77,11.984,1.3787,69.105,134.04869,133.77,0.27869079589842727
13567,19.816,1019.2,81.139,3.4823,21.667,1070.5,549.86,119.35,11.077,2.5044,65.286,119.89021,119.35,0.5402130126953182
13568,21.236,1018.9,66.234,3.1504,19.782,1058.1,550.09,110.06,10.628,3.0665,64.755,110.68676,110.06,0.6267599487304665
13569,22.021,1018.9,59.398,3.6668,23.407,1080.1,550.05,125.53,11.571,1.8524,66.861,125.93376,125.53,0.40376159667968636
13570,22.054,1018.8,59.504,3.3067,20.903,1064.8,549.91,114.65,10.829,2.5478,65.745,115.11332,114.65,0.46331939697265057
13571,21.61,1019.1,56.841,2.9683,18.575,1050.4,549.84,104.28,10.253,4.7717,75.316,104.66052,104.28,0.38052246093749886
13572,21.014,1019.5,57.18,3.1763,20.11,1060.1,550.15,111.8,10.688,2.9534,66.694,112.05471,111.8,0.2547103881835966
13573,20.316,1020.1,59.882,3.2073,19.917,1059.8,550.11,111.67,10.75,2.8376,67.548,112.078064,111.67,0.4080639648437483
13574,19.309,1020.6,64.791,3.2907,20.344,1062.5,549.64,114.5,10.83,3.2184,72.567,114.55303,114.5,0.05303192138671875
13575,18.238,1020.8,67.718,3.7656,23.93,1084.8,549.79,130.38,11.84,1.6226,69.585,130.82747,130.38,0.44746887207031705
13576,17.364,1021.1,71.457,3.4813,21.989,1073.7,549.98,122.69,11.304,2.2482,69.774,123.06476,122.69,0.3747583007812523
13577,16.432,1021.1,75.903,4.7101,30.836,1099.2,533.21,154.97,13.627,1.4199,64.519,154.85149,154.97,-0.11851379394531136
13578,15.717,1021.0,80.376,4.8479,31.622,1099.9,530.29,158.49,13.959,1.2249,59.814,158.02689,158.49,-0.4631140136718841
13579,15.943,1020.8,83.3,4.8148,31.158,1099.9,531.88,156.21,13.781,1.0981,61.775,156.40506,156.21,0.19505981445311704
13580,16.547,1021.0,80.227,4.8013,31.011,1100.2,532.21,156.64,13.818,1.0761,60.275,156.31393,156.64,-0.32606567382811136
13581,15.403,1020.8,83.014,4.8636,31.177,1100.3,531.04,157.75,13.848,1.1195,60.673,157.53806,157.75,-0.211944580078125
13582,14.738,1020.5,86.233,4.8231,31.079,1100.1,531.69,157.08,13.87,1.3043,61.231,157.32411,157.08,0.24411193847655
